INDEX  | TEXT       | TYPE            | LINE  | COL  
3192   | 0          | INT             | 273   | 13   
3193   | )          | RPAREN          | 273   | 14   
3194   | ,          | COMMA           | 273   | 15   
3195   | (          | LPAREN          | 273   | 17   
3196   | 0          | INT             | 273   | 18   
3197   | ,          | COMMA           | 273   | 19   
3198   | 1          | INT             | 273   | 20   
3199   | )          | RPAREN          | 273   | 21   
3200   | )          | RPAREN          | 273   | 22   
3201   | op2        | IDENTIFIER      | 274   | 4    
3202   | =          | ASSIGN          | 274   | 8    
3203   | 1          | INT             | 274   | 10   
3204   | /          | DIV             | 274   | 11   
3205   | 2          | INT             | 274   | 12   
3206   | *          | MUL             | 274   | 14   
3207   | (          | LPAREN          | 274   | 16   
3208   | (          | LPAREN          | 274   | 17   
3209   | 1i         | COMPLEX         | 274   | 18   
3210   | ,          | COMMA           | 274   | 20   
3211   | 1i         | COMPLEX         | 274   | 21   
3212   | )          | RPAREN          | 274   | 23   
3213   | ,          | COMMA           | 274   | 24   
3214   | (          | LPAREN          | 274   | 26   
3215   | 1i         | COMPLEX         | 274   | 27   
3216   | ,          | COMMA           | 274   | 29   
3217   | 1i         | COMPLEX         | 274   | 30   
3218   | )          | RPAREN          | 274   | 32   
3219   | )          | RPAREN          | 274   | 33   
3220   | |ket0>     | KET_IDENTIFIER  | 275   | 4    
3221   | =          | ASSIGN          | 275   | 11   
3222   | (          | LPAREN          | 275   | 13   
3223   | 1          | INT             | 275   | 14   
3224   | ,          | COMMA           | 275   | 15   
3225   | 0          | INT             | 275   | 16   
3226   | )          | RPAREN          | 275   | 17   
3227   | |ket1>     | KET_IDENTIFIER  | 276   | 4    
3228   | =          | ASSIGN          | 276   | 11   
3229   | (          | LPAREN          | 276   | 13   
3230   | 0          | INT             | 276   | 14   
3231   | ,          | COMMA           | 276   | 15   
3232   | 1          | INT             | 276   | 16   
3233   | )          | RPAREN          | 276   | 17   
3234   | op         | IDENTIFIER      | 277   | 4    
3235   | =          | ASSIGN          | 277   | 7    
3236   | (          | LPAREN          | 277   | 9    
3237   | (          | LPAREN          | 277   | 10   
3238   | 1          | INT             | 277   | 11   
3239   | ,          | COMMA           | 277   | 12   
3240   | 0          | INT             | 277   | 13   
3241   | )          | RPAREN          | 277   | 14   
3242   | ,          | COMMA           | 277   | 15   
3243   | (          | LPAREN          | 277   | 17   
3244   | 0          | INT             | 277   | 18   
3245   | ,          | COMMA           | 277   | 19   
3246   | 1          | INT             | 277   | 20   
3247   | )          | RPAREN          | 277   | 21   
3248   | )          | RPAREN          | 277   | 22   
3249   | op2        | IDENTIFIER      | 278   | 4    
3250   | =          | ASSIGN          | 278   | 8    
3251   | 1          | INT             | 278   | 10   
3252   | /          | DIV             | 278   | 11   
3253   | 2          | INT             | 278   | 12   
3254   | *          | MUL             | 278   | 14   
3255   | (          | LPAREN          | 278   | 16   
3256   | (          | LPAREN          | 278   | 17   
3257   | 1i         | COMPLEX         | 278   | 18   
3258   | ,          | COMMA           | 278   | 20   
3259   | 1i         | COMPLEX         | 278   | 21   
3260   | )          | RPAREN          | 278   | 23   
3261   | ,          | COMMA           | 278   | 24   
3262   | (          | LPAREN          | 278   | 26   
3263   | 1i         | COMPLEX         | 278   | 27   
3264   | ,          | COMMA           | 278   | 29   
3265   | 1i         | COMPLEX         | 278   | 30   
3266   | )          | RPAREN          | 278   | 32   
3267   | )          | RPAREN          | 278   | 33   
3268   | |ket0>     | KET_IDENTIFIER  | 279   | 4    
3269   | =          | ASSIGN          | 279   | 11   
3270   | (          | LPAREN          | 279   | 13   
3271   | 1          | INT             | 279   | 14   
3272   | ,          | COMMA           | 279   | 15   
3273   | 0          | INT             | 279   | 16   
3274   | )          | RPAREN          | 279   | 17   
3275   | |ket1>     | KET_IDENTIFIER  | 280   | 4    
3276   | =          | ASSIGN          | 280   | 11   
3277   | (          | LPAREN          | 280   | 13   
3278   | 0          | INT             | 280   | 14   
3279   | ,          | COMMA           | 280   | 15   
3280   | 1          | INT             | 280   | 16   
3281   | )          | RPAREN          | 280   | 17   
3282   | op         | IDENTIFIER      | 281   | 4    
3283   | =          | ASSIGN          | 281   | 7    
3284   | (          | LPAREN          | 281   | 9    
3285   | (          | LPAREN          | 281   | 10   
3286   | 1          | INT             | 281   | 11   
3287   | ,          | COMMA           | 281   | 12   
3288   | 0          | INT             | 281   | 13   
3289   | )          | RPAREN          | 281   | 14   
3290   | ,          | COMMA           | 281   | 15   
3291   | (          | LPAREN          | 281   | 17   
3292   | 0          | INT             | 281   | 18   
3293   | ,          | COMMA           | 281   | 19   
3294   | 1          | INT             | 281   | 20   
3295   | )          | RPAREN          | 281   | 21   
3296   | )          | RPAREN          | 281   | 22   
3297   | op2        | IDENTIFIER      | 282   | 4    
3298   | =          | ASSIGN          | 282   | 8    
3299   | 1          | INT             | 282   | 10   
3300   | /          | DIV             | 282   | 11   
3301   | 2          | INT             | 282   | 12   
3302   | *          | MUL             | 282   | 14   
3303   | (          | LPAREN          | 282   | 16   
3304   | (          | LPAREN          | 282   | 17   
3305   | 1i         | COMPLEX         | 282   | 18   
3306   | ,          | COMMA           | 282   | 20   
3307   | 1i         | COMPLEX         | 282   | 21   
3308   | )          | RPAREN          | 282   | 23   
3309   | ,          | COMMA           | 282   | 24   
3310   | (          | LPAREN          | 282   | 26   
3311   | 1i         | COMPLEX         | 282   | 27   
3312   | ,          | COMMA           | 282   | 29   
3313   | 1i         | COMPLEX         | 282   | 30   
3314   | )          | RPAREN          | 282   | 32   
3315   | )          | RPAREN          | 282   | 33   
3316   | |ket0>     | KET_IDENTIFIER  | 283   | 4    
3317   | =          | ASSIGN          | 283   | 11   
3318   | (          | LPAREN          | 283   | 13   
3319   | 1          | INT             | 283   | 14   
3320   | ,          | COMMA           | 283   | 15   
3321   | 0          | INT             | 283   | 16   
3322   | )          | RPAREN          | 283   | 17   
3323   | |ket1>     | KET_IDENTIFIER  | 284   | 4    
3324   | =          | ASSIGN          | 284   | 11   
3325   | (          | LPAREN          | 284   | 13   
3326   | 0          | INT             | 284   | 14   
3327   | ,          | COMMA           | 284   | 15   
3328   | 1          | INT             | 284   | 16   
3329   | )          | RPAREN          | 284   | 17   
3330   | op         | IDENTIFIER      | 285   | 4    
3331   | =          | ASSIGN          | 285   | 7    
3332   | (          | LPAREN          | 285   | 9    
3333   | (          | LPAREN          | 285   | 10   
3334   | 1          | INT             | 285   | 11   
3335   | ,          | COMMA           | 285   | 12   
3336   | 0          | INT             | 285   | 13   
3337   | )          | RPAREN          | 285   | 14   
3338   | ,          | COMMA           | 285   | 15   
3339   | (          | LPAREN          | 285   | 17   
3340   | 0          | INT             | 285   | 18   
3341   | ,          | COMMA           | 285   | 19   
3342   | 1          | INT             | 285   | 20   
3343   | )          | RPAREN          | 285   | 21   
3344   | )          | RPAREN          | 285   | 22   
3345   | op2        | IDENTIFIER      | 286   | 4    
3346   | =          | ASSIGN          | 286   | 8    
3347   | 1          | INT             | 286   | 10   
3348   | /          | DIV             | 286   | 11   
3349   | 2          | INT             | 286   | 12   
3350   | *          | MUL             | 286   | 14   
3351   | (          | LPAREN          | 286   | 16   
3352   | (          | LPAREN          | 286   | 17   
3353   | 1i         | COMPLEX         | 286   | 18   
3354   | ,          | COMMA           | 286   | 20   
3355   | 1i         | COMPLEX         | 286   | 21   
3356   | )          | RPAREN          | 286   | 23   
3357   | ,          | COMMA           | 286   | 24   
3358   | (          | LPAREN          | 286   | 26   
3359   | 1i         | COMPLEX         | 286   | 27   
3360   | ,          | COMMA           | 286   | 29   
3361   | 1i         | COMPLEX         | 286   | 30   
3362   | )          | RPAREN          | 286   | 32   
3363   | )          | RPAREN          | 286   | 33   
3364   | |ket0>     | KET_IDENTIFIER  | 287   | 4    
3365   | =          | ASSIGN          | 287   | 11   
3366   | (          | LPAREN          | 287   | 13   
3367   | 1          | INT             | 287   | 14   
3368   | ,          | COMMA           | 287   | 15   
3369   | 0          | INT             | 287   | 16   
3370   | )          | RPAREN          | 287   | 17   
3371   | |ket1>     | KET_IDENTIFIER  | 288   | 4    
3372   | =          | ASSIGN          | 288   | 11   
3373   | (          | LPAREN          | 288   | 13   
3374   | 0          | INT             | 288   | 14   
3375   | ,          | COMMA           | 288   | 15   
3376   | 1          | INT             | 288   | 16   
3377   | )          | RPAREN          | 288   | 17   
3378   | op         | IDENTIFIER      | 289   | 4    
3379   | =          | ASSIGN          | 289   | 7    
3380   | (          | LPAREN          | 289   | 9    
3381   | (          | LPAREN          | 289   | 10   
3382   | 1          | INT             | 289   | 11   
3383   | ,          | COMMA           | 289   | 12   
3384   | 0          | INT             | 289   | 13   
3385   | )          | RPAREN          | 289   | 14   
3386   | ,          | COMMA           | 289   | 15   
3387   | (          | LPAREN          | 289   | 17   
3388   | 0          | INT             | 289   | 18   
3389   | ,          | COMMA           | 289   | 19   
3390   | 1          | INT             | 289   | 20   
3391   | )          | RPAREN          | 289   | 21   
3392   | )          | RPAREN          | 289   | 22   
3393   | op2        | IDENTIFIER      | 290   | 4    
3394   | =          | ASSIGN          | 290   | 8    
3395   | 1          | INT             | 290   | 10   
3396   | /          | DIV             | 290   | 11   
3397   | 2          | INT             | 290   | 12   
3398   | *          | MUL             | 290   | 14   
3399   | (          | LPAREN          | 290   | 16   
3400   | (          | LPAREN          | 290   | 17   
3401   | 1i         | COMPLEX         | 290   | 18   
3402   | ,          | COMMA           | 290   | 20   
